competition_id,season_id,country_name,competition_name,competition_gender,competition_youth,competition_international,season_name,match_updated,match_updated_360,match_available_360,match_available
16,4,Europe,Champions League,male,False,False,2018/2019,2022-08-14T16:57:15.866765,2021-06-13T16:17:31.694,,2022-08-14T16:57:15.866765
16,1,Europe,Champions League,male,False,False,2017/2018,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2021-01-23T21:55:30.425330
16,2,Europe,Champions League,male,False,False,2016/2017,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,27,Europe,Champions League,male,False,False,2015/2016,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,26,Europe,Champions League,male,False,False,2014/2015,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,25,Europe,Champions League,male,False,False,2013/2014,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,24,Europe,Champions League,male,False,False,2012/2013,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2021-07-10T13:41:45.751
16,23,Europe,Champions League,male,False,False,2011/2012,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,22,Europe,Champions League,male,False,False,2010/2011,2022-01-26T21:07:11.033473,2021-06-13T16:17:31.694,,2022-01-26T21:07:11.033473
16,21,Europe,Champions League,male,False,False,2009/2010,2022-02-12T16:13:49.294747,2021-06-13T16:17:31.694,,2022-02-12T16:13:49.294747
16,41,Europe,Champions League,male,False,False,2008/2009,2021-11-07T14:20:01.699993,2021-06-13T16:17:31.694,,2021-11-07T14:20:01.699993
16,39,Europe,Champions League,male,False,False,2006/2007,2021-03-31T04:18:30.437060,2021-06-13T16:17:31.694,,2021-03-31T04:18:30.437060
16,37,Europe,Champions League,male,False,False,2004/2005,2021-04-01T06:18:57.459032,2021-06-13T16:17:31.694,,2021-04-01T06:18:57.459032
16,44,Europe,Champions League,male,False,False,2003/2004,2021-04-01T00:34:59.472485,2021-06-13T16:17:31.694,,2021-04-01T00:34:59.472485
16,76,Europe,Champions League,male,False,False,1999/2000,2020-07-29T05:00,2021-06-13T16:17:31.694,,2020-07-29T05:00
37,90,England,FA Women's Super League,female,False,False,2020/2021,2022-08-16T02:10:37.220648,2021-06-13T16:17:31.694,,2022-08-16T02:10:37.220648
37,42,England,FA Women's Super League,female,False,False,2019/2020,2021-06-01T13:01:18.188,2021-06-13T16:17:31.694,,2021-06-01T13:01:18.188
37,4,England,FA Women's Super League,female,False,False,2018/2019,2022-09-12T21:06:25.061309,2021-06-13T16:17:31.694,,2022-09-12T21:06:25.061309
43,3,International,FIFA World Cup,male,False,True,2018,2022-09-05T17:17:56.670896,2021-06-13T16:17:31.694,,2022-09-05T17:17:56.670896
1238,108,India,Indian Super league,male,False,False,2021/2022,2022-06-08T12:40:59.857067,,,2022-06-08T12:40:59.857067
11,90,Spain,La Liga,male,False,False,2020/2021,2022-02-11T14:56:09.076,2022-08-16T21:50:36.812060,2022-08-16T21:50:36.812060,2022-02-11T14:56:09.076
11,42,Spain,La Liga,male,False,False,2019/2020,2022-07-15T23:27:24.260122,2021-06-13T16:17:31.694,,2022-07-15T23:27:24.260122
11,4,Spain,La Liga,male,False,False,2018/2019,2022-08-30T23:25:57.118855,2021-07-09T14:53:22.103024,,2022-08-30T23:25:57.118855
11,1,Spain,La Liga,male,False,False,2017/2018,2022-08-13T23:18:38.928566,2021-06-13T16:17:31.694,,2022-08-13T23:18:38.928566
11,2,Spain,La Liga,male,False,False,2016/2017,2022-01-25T22:51:59.353598,2021-06-13T16:17:31.694,,2022-01-25T22:51:59.353598
11,27,Spain,La Liga,male,False,False,2015/2016,2022-08-30T13:15:37.855155,2021-06-13T16:17:31.694,,2022-08-30T13:15:37.855155
11,26,Spain,La Liga,male,False,False,2014/2015,2022-08-14T18:49:03.341489,2021-06-13T16:17:31.694,,2022-08-14T18:49:03.341489
11,25,Spain,La Liga,male,False,False,2013/2014,2022-07-23T12:18:49.547396,2021-06-13T16:17:31.694,,2022-07-23T12:18:49.547396
11,24,Spain,La Liga,male,False,False,2012/2013,2022-09-25T20:52:24.444609,2021-06-13T16:17:31.694,,2022-09-25T20:52:24.444609
11,23,Spain,La Liga,male,False,False,2011/2012,2020-07-29T05:00,2021-06-13T16:17:31.694,,2020-07-29T05:00
11,22,Spain,La Liga,male,False,False,2010/2011,2021-11-11T22:57:42.361902,2021-06-13T16:17:31.694,,2021-11-11T22:57:42.361902
11,21,Spain,La Liga,male,False,False,2009/2010,2021-10-26T13:56:40.989214,2021-06-13T16:17:31.694,,2021-10-26T13:56:40.989214
11,41,Spain,La Liga,male,False,False,2008/2009,2020-07-29T05:00,2021-06-13T16:17:31.694,,2020-07-29T05:00
11,40,Spain,La Liga,male,False,False,2007/2008,2021-10-26T13:13:56.180589,2021-06-13T16:17:31.694,,2021-10-26T13:13:56.180589
11,39,Spain,La Liga,male,False,False,2006/2007,2020-07-29T05:00,2021-06-13T16:17:31.694,,2020-07-29T05:00
11,38,Spain,La Liga,male,False,False,2005/2006,2022-07-03T12:34:31.749038,2021-06-13T16:17:31.694,,2022-07-03T12:34:31.749038
11,37,Spain,La Liga,male,False,False,2004/2005,2020-07-29T05:00,2021-06-13T16:17:31.694,,2020-07-29T05:00
49,3,United States of America,NWSL,female,False,False,2018,2021-11-06T05:53:29.435016,2021-06-13T16:17:31.694,,2021-11-06T05:53:29.435016
2,44,England,Premier League,male,False,False,2003/2004,2021-11-14T22:29:00.646120,2021-06-13T16:17:31.694,,2021-11-14T22:29:00.646120
55,43,Europe,UEFA Euro,male,False,True,2020,2022-02-01T17:20:34.319496,2022-08-04T12:00,2022-08-04T12:00,2022-02-01T17:20:34.319496
53,106,Europe,UEFA Women's Euro,female,False,True,2022,2022-08-01T07:46:11.595364,2022-09-13T17:04:11.418708,2022-09-13T17:04:11.418708,2022-08-01T07:46:11.595364
72,30,International,Women's World Cup,female,False,True,2019,2022-07-13T20:21:27.033445,2021-06-13T16:17:31.694,,2022-07-13T20:21:27.033445
