competition_id,season_id,country_name,competition_name,competition_gender,competition_youth,competition_international,season_name,match_updated,match_updated_360,match_available_360,match_available
9,27,Germany,1. Bundesliga,male,False,False,2015/2016,2023-08-17T23:51:11.837478,,,2023-08-17T23:51:11.837478
16,4,Europe,Champions League,male,False,False,2018/2019,2023-03-07T12:20:48.118250,2021-06-13T16:17:31.694,,2023-03-07T12:20:48.118250
16,1,Europe,Champions League,male,False,False,2017/2018,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2021-01-23T21:55:30.425330
16,2,Europe,Champions League,male,False,False,2016/2017,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,27,Europe,Champions League,male,False,False,2015/2016,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,26,Europe,Champions League,male,False,False,2014/2015,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,25,Europe,Champions League,male,False,False,2013/2014,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,24,Europe,Champions League,male,False,False,2012/2013,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2021-07-10T13:41:45.751
16,23,Europe,Champions League,male,False,False,2011/2012,2021-08-27T11:26:39.802832,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,22,Europe,Champions League,male,False,False,2010/2011,2022-01-26T21:07:11.033473,2021-06-13T16:17:31.694,,2022-01-26T21:07:11.033473
16,21,Europe,Champions League,male,False,False,2009/2010,2022-11-15T17:26:10.871011,2021-06-13T16:17:31.694,,2022-11-15T17:26:10.871011
16,41,Europe,Champions League,male,False,False,2008/2009,2021-11-07T14:20:01.699993,2021-06-13T16:17:31.694,,2021-11-07T14:20:01.699993
16,39,Europe,Champions League,male,False,False,2006/2007,2021-03-31T04:18:30.437060,2021-06-13T16:17:31.694,,2021-03-31T04:18:30.437060
16,37,Europe,Champions League,male,False,False,2004/2005,2021-04-01T06:18:57.459032,2021-06-13T16:17:31.694,,2021-04-01T06:18:57.459032
16,44,Europe,Champions League,male,False,False,2003/2004,2022-11-24T21:06:10.454916,2021-06-13T16:17:31.694,,2022-11-24T21:06:10.454916
16,76,Europe,Champions League,male,False,False,1999/2000,2020-07-29T05:00,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,277,Europe,Champions League,male,False,False,1972/1973,2023-07-06T12:49:07.467625,,,2023-07-06T12:49:07.467625
16,71,Europe,Champions League,male,False,False,1971/1972,2020-07-29T05:00,2021-06-13T16:17:31.694,,2020-07-29T05:00
16,276,Europe,Champions League,male,False,False,1970/1971,2023-07-06T12:50:01.961048,,,2023-07-06T12:50:01.961048
87,84,Spain,Copa del Rey,male,False,False,1983/1984,2020-07-29T05:00,2021-06-13T16:17:31.694,,2020-07-29T05:00
87,268,Spain,Copa del Rey,male,False,False,1982/1983,2023-06-11T02:51:59.941964,,,2023-06-11T02:51:59.941964
87,279,Spain,Copa del Rey,male,False,False,1977/1978,2023-06-26T10:36:15.442581,,,2023-06-26T10:36:15.442581
37,90,England,FA Women's Super League,female,False,False,2020/2021,2023-02-25T14:52:09.326729,2021-06-13T16:17:31.694,,2023-02-25T14:52:09.326729
37,42,England,FA Women's Super League,female,False,False,2019/2020,2023-07-25T01:08:03.214566,2021-06-13T16:17:31.694,,2023-07-25T01:08:03.214566
37,4,England,FA Women's Super League,female,False,False,2018/2019,2023-07-24T19:50:20.881595,2021-06-13T16:17:31.694,,2023-07-24T19:50:20.881595
1470,274,International,FIFA U20 World Cup,male,False,False,1979,2023-06-28T10:55:11.501179,,,2023-06-28T10:55:11.501179
43,106,International,FIFA World Cup,male,False,True,2022,2023-08-12T16:44:27.619465,2023-08-17T15:55:15.164685,2023-08-17T15:55:15.164685,2023-08-12T16:44:27.619465
43,3,International,FIFA World Cup,male,False,True,2018,2023-07-24T13:09:34.513519,2021-06-13T16:17:31.694,,2023-07-24T13:09:34.513519
43,55,International,FIFA World Cup,male,False,True,1990,2023-06-28T10:58:20.137929,2021-06-12T16:17:31.694,,2023-06-28T10:58:20.137929
43,54,International,FIFA World Cup,male,False,True,1986,2023-06-28T11:20:34.252935,2021-06-13T16:17:31.694,,2023-06-28T11:20:34.252935
43,51,International,FIFA World Cup,male,False,True,1974,2023-07-17T23:19:58.853207,2021-06-13T16:17:31.694,,2023-07-17T23:19:58.853207
43,272,International,FIFA World Cup,male,False,True,1970,2023-07-17T23:24:45.579886,,,2023-07-17T23:24:45.579886
43,270,International,FIFA World Cup,male,False,True,1962,2023-06-26T10:38:00.323984,,,2023-06-26T10:38:00.323984
43,269,International,FIFA World Cup,male,False,True,1958,2023-06-26T10:33:08.214831,,,2023-06-26T10:33:08.214831
1238,108,India,Indian Super league,male,False,False,2021/2022,2023-03-31T02:14:09.896947,,,2023-03-31T02:14:09.896947
11,90,Spain,La Liga,male,False,False,2020/2021,2023-07-26T14:11:01.312143,2023-07-26T14:15:15.217027,2023-07-26T14:15:15.217027,2023-07-26T14:11:01.312143
11,42,Spain,La Liga,male,False,False,2019/2020,2023-07-25T00:16:32.999467,2021-06-13T16:17:31.694,,2023-07-25T00:16:32.999467
11,4,Spain,La Liga,male,False,False,2018/2019,2023-08-03T02:24:43.761907,2021-07-09T14:53:22.103024,,2023-08-03T02:24:43.761907
11,1,Spain,La Liga,male,False,False,2017/2018,2023-07-24T13:03:48.574627,2021-06-13T16:17:31.694,,2023-07-24T13:03:48.574627
11,2,Spain,La Liga,male,False,False,2016/2017,2023-07-25T00:14:55.260536,2021-06-13T16:17:31.694,,2023-07-25T00:14:55.260536
11,27,Spain,La Liga,male,False,False,2015/2016,2023-07-24T21:52:42.890908,2021-06-13T16:17:31.694,,2023-07-24T21:52:42.890908
11,26,Spain,La Liga,male,False,False,2014/2015,2023-07-24T21:50:15.215072,2021-06-13T16:17:31.694,,2023-07-24T21:50:15.215072
11,25,Spain,La Liga,male,False,False,2013/2014,2022-07-23T12:18:49.547396,2021-06-13T16:17:31.694,,2022-07-23T12:18:49.547396
11,24,Spain,La Liga,male,False,False,2012/2013,2022-09-25T20:52:24.444609,2021-06-13T16:17:31.694,,2022-09-25T20:52:24.444609
11,23,Spain,La Liga,male,False,False,2011/2012,2022-12-01T14:10:17.791769,2021-06-13T16:17:31.694,,2022-12-01T14:10:17.791769
11,22,Spain,La Liga,male,False,False,2010/2011,2023-04-19T10:48:44.079830,2021-06-13T16:17:31.694,,2023-04-19T10:48:44.079830
11,21,Spain,La Liga,male,False,False,2009/2010,2023-04-19T10:48:01.770383,2021-06-13T16:17:31.694,,2023-04-19T10:48:01.770383
11,41,Spain,La Liga,male,False,False,2008/2009,2023-04-19T10:46:29.203565,2021-06-13T16:17:31.694,,2023-04-19T10:46:29.203565
11,40,Spain,La Liga,male,False,False,2007/2008,2023-04-19T10:42:35.284291,2021-06-13T16:17:31.694,,2023-04-19T10:42:35.284291
11,39,Spain,La Liga,male,False,False,2006/2007,2023-03-26T23:19:39.125951,2021-06-13T16:17:31.694,,2023-03-26T23:19:39.125951
11,38,Spain,La Liga,male,False,False,2005/2006,2022-07-03T12:34:31.749038,2021-06-13T16:17:31.694,,2022-07-03T12:34:31.749038
11,37,Spain,La Liga,male,False,False,2004/2005,2020-07-29T05:00,2021-06-13T16:17:31.694,,2020-07-29T05:00
11,278,Spain,La Liga,male,False,False,1973/1974,2023-07-06T12:50:48.807820,,,2023-07-06T12:50:48.807820
81,48,Argentina,Liga Profesional,male,False,False,1997/1998,2023-06-28T11:19:54.593488,,,2023-06-28T11:19:54.593488
81,275,Argentina,Liga Profesional,male,False,False,1981,2023-06-28T11:31:57.152298,,,2023-06-28T11:31:57.152298
7,27,France,Ligue 1,male,False,False,2015/2016,2023-08-31T19:38:46.331149,,,2023-08-31T19:38:46.331149
116,68,North and Central America,North American League,male,False,False,1977,2023-07-24T09:06:54.144896,2021-06-13T16:17:31.694,,2023-07-24T09:06:54.144896
49,3,United States of America,NWSL,female,False,False,2018,2023-07-24T13:01:22.094587,2021-06-13T16:17:31.694,,2023-07-24T13:01:22.094587
2,27,England,Premier League,male,False,False,2015/2016,2023-07-12T13:59:45.191483,2021-06-13T16:17:31.694,,2023-07-12T13:59:45.191483
2,44,England,Premier League,male,False,False,2003/2004,2023-03-11T10:52:12.579230,2021-06-13T16:17:31.694,,2023-03-11T10:52:12.579230
12,27,Italy,Serie A,male,False,False,2015/2016,2023-08-31T16:46:34.290341,,,2023-08-31T16:46:34.290341
12,86,Italy,Serie A,male,False,False,1986/1987,2023-06-18T01:55:53.343752,,,2023-06-18T01:55:53.343752
55,43,Europe,UEFA Euro,male,False,True,2020,2023-02-24T21:26:47.128979,2023-04-27T22:38:34.970148,2023-04-27T22:38:34.970148,2023-02-24T21:26:47.128979
35,75,Europe,UEFA Europa League,male,False,False,1988/1989,2023-06-18T19:28:39.443883,2021-06-13T16:17:31.694,,2023-06-18T19:28:39.443883
53,106,Europe,UEFA Women's Euro,female,False,True,2022,2023-07-17T21:19:03.032991,2023-07-17T21:21:56.497106,2023-07-17T21:21:56.497106,2023-07-17T21:19:03.032991
72,107,International,Women's World Cup,female,False,True,2023,2023-09-01T12:34:19.705316,2023-09-01T12:35:45.762196,2023-09-01T12:35:45.762196,2023-09-01T12:34:19.705316
72,30,International,Women's World Cup,female,False,True,2019,2023-07-27T10:33:48.273734,2021-06-13T16:17:31.694,,2023-07-27T10:33:48.273734
